0.02,1.11,1.81,8.96,1
0.04,0.83,1.93,9.23,1
0.06,0.53,1.89,9.61,1
0.08,0.68,1.91,9.52,1
0.1,0.74,1.88,9.26,1
0.12,0.59,1.82,9.34,1
0.14,0.51,1.8,9.38,1
0.16,0.58,1.79,9.26,1
0.18,0.64,1.82,9.27,1
0.2,0.65,1.84,9.3,1
0.22,0.63,1.86,9.28,1
0.24,0.68,1.88,9.26,1
0.26,0.7,1.88,9.32,1
0.28,0.65,1.85,9.47,1
0.3,0.61,1.85,9.43,1
0.32,0.62,1.82,9.41,1
0.34,0.59,1.84,9.39,1
0.36,0.56,1.84,9.38,1
0.38,0.54,1.89,9.45,1
0.4,0.61,1.88,9.54,1
0.42,0.62,1.88,9.39,1
0.44,0.59,1.92,9.3,1
0.46,0.69,1.9,9.3,1
0.48,0.57,1.85,9.36,1
0.5,0.53,1.75,9.45,1
0.52,0.52,1.79,9.4,1
0.54,0.46,1.75,9.25,1
0.56,1.4,1.72,9.61,1
0.58,0.89,2.08,9.58,1
0.6,0.26,1.75,9.13,1
0.62,0.52,1.85,9.27,1
0.64,0.51,1.76,9.41,1
0.66,0.46,1.72,9.38,1
0.68,0.56,1.7,9.29,1
0.7,0.45,1.67,9.19,1
0.72,0.45,1.64,9.3,1
0.74,0.44,1.63,9.32,1
0.76,0.57,1.74,9.2,1
0.78,0.74,1.47,9.66,1
0.8,0.32,1.7,9.49,1
0.82,0.41,1.58,9.11,1
0.84,0.31,1.55,9.38,1
0.86,0.32,1.61,9.91,1
0.88,0.3,1.59,9.75,1
0.9,0.36,1.58,9.35,1
0.92,0.35,1.6,9.42,1
0.94,0.31,1.6,9.46,1
0.96,0.44,1.64,9.53,1
0.98,0.65,1.66,9.69,1
1,0.63,1.62,9.59,1
1.02,0.53,1.59,9.5,1
1.04,0.57,1.57,9.64,1
1.06,0.56,1.62,9.82,1
1.08,0.55,1.63,9.77,1
1.1,0.65,1.58,9.5,1
1.12,0.57,1.6,9.42,1
1.14,0.5,1.65,9.57,1
1.16,0.6,1.64,9.61,1
1.18,0.49,1.65,9.38,1
1.2,0.38,1.67,9.08,1
1.22,0.42,1.71,9.1,1
1.24,0.45,1.76,9.32,1
1.26,0.52,1.77,9.49,1
1.28,0.53,1.78,9.41,1
1.3,0.41,1.77,9.22,1
1.32,0.34,1.74,9.28,1
1.34,0.46,1.74,9.28,1
1.36,0.44,1.71,9.27,1
1.38,0.34,1.67,9.44,1
1.4,0.37,1.69,9.47,1
1.42,0.44,1.71,9.31,1
1.44,0.43,1.7,9.27,1
1.46,0.45,1.74,9.33,1
1.48,0.43,1.82,9.48,1
1.5,0.42,1.81,9.52,1
1.52,0.48,1.81,9.29,1
1.54,0.49,1.81,9.25,1
1.56,0.44,1.81,9.49,1
1.58,0.43,1.78,9.63,1
1.6,0.35,1.76,9.57,1
1.62,0.29,1.72,9.6,1
1.64,0.34,1.71,9.52,1
1.66,0.45,1.71,9.42,1
1.68,0.46,1.73,9.43,1
1.7,0.32,1.78,9.51,1
1.72,0.44,1.79,9.45,1
1.74,0.52,1.84,9.23,1
1.76,0.51,1.82,9.16,1
1.78,0.57,1.8,9.24,1
1.8,0.59,1.77,9.37,1
1.82,0.49,1.8,9.55,1
1.84,0.26,1.69,9.32,1
1.86,0.34,1.69,9.18,1
1.88,0.74,1.76,9.59,1
1.9,0.69,1.77,9.82,1
1.92,0.49,1.82,9.75,1
1.94,0.39,1.84,9.44,1
1.96,0.49,1.87,9.06,1
1.98,0.6,1.87,9.04,1
2,0.56,1.86,9.31,1
2.02,0.39,1.75,9.44,1
2.04,0.31,1.7,9.44,1
2.06,0.3,1.69,9.55,1
2.08,0.23,1.68,9.64,1
2.1,0.24,1.69,9.49,1
2.12,0.29,1.71,9.32,1
2.14,0.39,1.75,9.31,1
2.16,0.46,1.76,9.39,1
2.18,0.39,1.78,9.4,1
2.2,0.35,1.79,9.32,1
2.22,0.61,1.77,9.26,1
2.24,0.41,1.81,9.41,1
2.26,0.32,1.7,9.36,1
2.28,0.41,1.74,9.39,1
2.3,0.41,1.76,9.46,1
2.32,0.44,1.77,9.5,1
2.34,0.51,1.82,9.55,1
2.36,0.47,1.8,9.42,1
2.38,0.37,1.76,9.37,1
2.4,0.39,1.77,9.33,1
2.42,0.42,1.76,9.27,1
2.44,0.41,1.71,9.38,1
2.46,0.41,1.75,9.58,1
2.48,0.32,1.73,9.42,1
2.5,0.32,1.7,9.38,1
2.52,0.33,1.68,9.42,1
2.54,0.29,1.63,9.27,1
2.56,0.12,1.59,9.32,1
2.58,0.04,1.6,9.36,1
2.6,0.28,1.66,9.29,1
2.62,0.6,1.69,9.46,1
2.64,0.67,1.74,9.82,1
2.66,0.55,1.74,9.71,1
2.68,0.43,1.74,9.39,1
2.7,0.39,1.76,9.26,1
2.72,0.45,1.73,9.34,1
2.74,0.63,1.73,9.51,1
2.76,0.69,1.72,9.66,1
2.78,0.48,1.67,9.55,1
2.8,0.2,1.59,9.46,1
2.82,0.25,1.6,9.42,1
2.84,0.36,1.63,9.48,1
2.86,0.33,1.62,9.51,1
2.88,0.21,1.62,9.23,1
2.9,0.25,1.61,9.15,1
2.92,0.35,1.65,9.35,1
2.94,0.35,1.69,9.55,1
2.96,0.32,1.7,9.45,1
2.98,0.44,1.76,9.42,1
3,0.47,1.75,9.45,1
3.02,0.51,1.75,9.48,1
3.04,0.5,1.74,9.42,1
3.06,0.55,1.7,9.41,1
3.08,0.5,1.68,9.37,1
3.1,0.43,1.61,9.34,1
3.12,0.38,1.62,9.48,1
3.14,0.37,1.61,9.54,1
3.16,0.36,1.62,9.47,1
3.18,0.34,1.61,9.4,1
3.2,0.31,1.62,9.35,1
3.22,0.3,1.58,9.4,1
3.24,0.36,1.61,9.42,1
3.26,0.54,1.63,9.56,1
3.28,0.53,1.68,9.53,1
3.3,0.36,1.68,9.34,1
3.32,0.19,1.66,9.24,1
3.34,0.35,1.62,9.4,1
3.36,0.44,1.62,9.43,1
3.38,0.52,1.66,9.38,1
3.4,0.55,1.71,9.41,1
3.42,0.52,1.71,9.48,1
3.44,0.51,1.72,9.43,1
3.46,0.4,1.66,9.37,1
3.48,0.31,1.6,9.43,1
3.5,0.46,1.57,9.44,1
3.52,0.52,1.56,9.52,1
3.54,0.48,1.62,9.63,1
3.56,0.43,1.63,9.47,1
3.58,0.37,1.58,9.33,1
3.6,0.32,1.56,9.37,1
3.62,0.36,1.54,9.46,1
3.64,0.5,1.57,9.53,1
3.66,0.53,1.61,9.58,1
3.68,0.42,1.64,9.52,1
3.7,0.36,1.63,9.43,1
3.72,0.4,1.63,9.38,1
3.74,0.39,1.58,9.38,1
3.76,0.46,1.56,9.46,1
3.78,0.46,1.55,9.5,1
3.8,0.42,1.53,9.44,1
3.82,0.43,1.55,9.5,1
3.84,0.46,1.57,9.47,1
3.86,0.46,1.58,9.39,1
3.88,0.41,1.56,9.34,1
3.9,0.43,1.53,9.35,1
3.92,0.43,1.48,9.5,1
3.94,0.45,1.53,9.65,1
3.96,0.47,1.56,9.53,1
3.98,0.49,1.6,9.41,1
4,0.53,1.65,9.37,1
4.02,0.53,1.62,9.35,1
4.04,0.43,1.55,9.42,1
4.06,0.3,1.48,9.5,1
4.08,0.42,1.49,9.48,1
4.1,0.56,1.53,9.42,1
4.12,0.57,1.56,9.47,1
4.14,0.48,1.54,9.47,1
4.16,0.43,1.53,9.49,1
4.18,0.4,1.5,9.5,1
4.2,0.46,1.52,9.55,1
4.22,0.45,1.51,9.55,1
4.24,0.42,1.49,9.44,1
4.26,0.46,1.52,9.37,1
4.28,0.45,1.51,9.45,1
4.3,0.5,1.52,9.53,1
4.32,0.54,1.52,9.46,1
4.34,0.46,1.54,9.46,1
4.36,0.49,1.58,9.54,1
4.38,0.47,1.57,9.49,1
4.4,0.5,1.52,9.39,1
4.42,0.48,1.51,9.36,1
4.44,0.41,1.51,9.47,1
4.46,0.41,1.52,9.52,1
4.48,0.45,1.51,9.47,1
4.5,0.5,1.49,9.37,1
4.52,0.53,1.51,9.45,1
4.54,0.49,1.55,9.44,1
4.56,0.43,1.56,9.46,1
4.58,0.41,1.51,9.38,1
4.6,0.54,1.51,9.42,1
4.62,0.55,1.5,9.47,1
4.64,0.44,1.5,9.54,1
4.66,0.44,1.51,9.57,1
4.68,0.48,1.53,9.53,1
4.7,0.53,1.57,9.41,1
4.72,0.52,1.55,9.35,1
4.74,0.42,1.47,9.37,1
4.76,0.39,1.42,9.4,1
4.78,0.43,1.43,9.48,1
4.8,0.47,1.47,9.45,1
4.82,0.52,1.49,9.47,1
4.84,0.51,1.51,9.5,1
4.86,0.53,1.51,9.48,1
4.88,0.5,1.51,9.52,1
4.9,0.43,1.51,9.58,1
4.92,0.46,1.46,9.52,1
4.94,0.48,1.45,9.43,1
4.96,0.47,1.45,9.43,1
4.98,0.48,1.47,9.45,1
5,0.5,1.47,9.37,1
5.02,0.46,1.46,9.5,1
5.04,0.41,1.47,9.46,1
5.06,0.43,1.46,9.36,1
5.08,0.53,1.47,9.61,1
5.1,0.54,1.5,9.6,1
5.12,0.41,1.48,9.61,1
5.14,0.4,1.48,9.68,1
5.16,0.46,1.48,9.75,1
5.18,0.53,1.51,9.44,1
5.2,0.52,1.54,9.18,1
5.22,0.51,1.57,9.37,1
5.24,0.36,1.51,9.47,1
5.26,0.27,1.44,9.12,1
5.28,0.43,1.41,9.28,1
5.3,0.44,1.42,9.52,1
5.32,0.46,1.48,9.37,1
5.34,0.57,1.56,9.27,1
5.36,0.53,1.58,9.25,1
5.38,0.52,1.53,9.34,1
5.4,0.53,1.51,9.53,1
5.42,0.46,1.48,9.69,1
5.44,0.38,1.43,9.6,1
5.46,0.32,1.44,9.38,1
5.48,0.4,1.46,9.27,1
5.5,0.54,1.51,9.51,1
5.52,0.55,1.5,9.61,1
5.54,0.47,1.49,9.62,1
5.56,0.52,1.51,9.67,1
5.58,0.48,1.49,9.62,1
5.6,0.38,1.42,9.51,1
5.62,0.4,1.41,9.47,1
5.64,0.48,1.42,9.57,1
5.66,0.59,1.43,9.57,1
5.68,0.5,1.49,9.39,1
5.7,0.45,1.52,9.23,1
5.72,0.49,1.54,9.46,1
5.74,0.46,1.51,9.43,1
5.76,0.41,1.49,9.35,1
5.78,0.47,1.46,9.46,1
5.8,0.43,1.49,9.49,1
5.82,0.41,1.5,9.42,1
5.84,0.42,1.49,9.49,1
5.86,0.46,1.51,9.52,1
5.88,0.5,1.53,9.53,1
5.9,0.49,1.55,9.58,1
5.92,0.59,1.54,9.68,1
5.94,0.59,1.57,9.79,1
5.96,0.78,1.64,9.73,1
5.98,1.13,1.78,9.75,1
6,1.35,1.83,9.56,1
6.02,0.94,1.87,8.92,1
6.04,0.32,1.77,8.58,1
6.06,0.08,1.65,8.78,1
6.08,0.19,1.53,9.41,1
6.1,0.26,1.41,9.49,1
6.12,0.21,1.34,9.4,1
6.14,0.09,1.45,9.63,1
6.16,0.05,1.54,9.69,1
6.18,0.13,1.54,9.57,1
6.2,0.15,1.68,9.38,1
6.22,0.52,1.79,9.23,1
6.24,0.56,1.88,9.23,1
6.26,0.48,1.92,8.89,1
6.28,0.82,1.81,8.58,1
6.3,1.03,1.7,8.66,1
6.32,1.03,1.47,9.35,1
6.34,0.5,1.58,10.44,1
6.36,0.44,1.44,10.95,1
6.38,0.37,1.45,10.46,1
6.4,0.59,1.4,9.56,1
6.42,0.63,1.43,9.13,1
6.44,0.5,1.46,9.29,1
6.46,0.36,1.36,9.55,1
6.48,0.39,1.48,9.45,1
6.5,0.55,1.43,9.54,1
6.52,0.62,1.47,9.5,1
6.54,0.55,1.59,9.31,1
6.56,0.44,1.63,9.07,1
6.58,0.46,1.59,9.1,1
6.6,0.32,1.58,9.28,1
6.62,0.16,1.48,9.47,1
6.64,0.36,1.45,9.48,1
6.66,0.58,1.51,9.43,1
6.68,0.51,1.58,9.42,1
6.7,0.33,1.6,9.37,1
6.72,0.27,1.59,9.4,1
6.74,0.4,1.58,9.51,1
6.76,0.52,1.53,9.59,1
6.78,0.54,1.54,9.67,1
6.8,0.62,1.58,9.67,1
6.82,0.54,1.62,9.48,1
6.84,0.52,1.63,9.17,1
6.86,0.51,1.61,9.02,1
6.88,0.38,1.56,9.35,1
6.9,0.31,1.5,9.72,1
6.92,0.32,1.48,9.69,1
6.94,0.37,1.57,9.4,1
6.96,0.11,1.64,9.01,1
6.98,0.02,1.45,8.62,1
7,0.05,1.56,9.22,1
7.02,0.1,1.5,10.66,1
7.04,0.57,1.19,11.2,1
7.06,0.62,1.06,10.05,1
7.08,0.5,0.93,8.97,1
7.1,0.29,1.04,9.06,1
7.12,0.2,1.16,9.33,1
7.14,0.92,0.71,9.61,1
7.16,0.72,1.12,9.78,1
7.18,0.72,1.41,9.46,1
7.2,0.85,1.38,9,1
7.22,0.69,1.37,9.1,1
7.24,0.59,1.37,9.66,1
